conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
259,524,Iraq,Government of Iraq,116,"Government of France, Government of United Kingdom, Government of Netherlands, Government of United States of America",IS,234,,2,,2019,498,497,520,4,"United Kingdom, Iraq, Syria",645,"2, 220, 210, 200",,,645,"200, 652, 645",2,24.1
259,524,Iraq,Government of Iraq,116,"Government of France, Government of United Kingdom, Government of Netherlands, Government of United States of America",IS,234,,2,,2020,674,641,714,4,"Iraq, Syria",645,"2, 220, 210, 200",,,645,"652, 645",2,24.1
259,524,Iraq,Government of Iraq,116,"Government of France, Government of United Kingdom, Government of Netherlands, Government of United States of America",IS,234,,2,,2021,707,628,816,4,"Iraq, Afghanistan",645,"2, 220, 210, 200",,,645,"700, 645",2,24.1
259,524,Iraq,Government of Iraq,116,"Government of France, Government of United Kingdom, Government of Netherlands, Government of United States of America",IS,234,,2,,2022,338,335,352,4,Iraq,645,"2, 220, 210, 200",,,645,645,2,24.1
259,524,Iraq,Government of Iraq,116,"Government of France, Government of United Kingdom, Government of Netherlands, Government of United States of America",IS,234,,2,,2023,203,203,205,4,Iraq,645,"2, 220, 210, 200",,,645,645,2,24.1
260,"532, 533",Lebanon,Government of Lebanon,119,Government of Syria,"Forces of Michel Aoun, Lebanese Forces","243, 242",,2,,1989,711,606,906,4,Lebanon,660,652,,,660,660,2,24.1
260,532,Lebanon,Government of Lebanon,119,Government of Syria,Forces of Michel Aoun,242,,2,,1990,700,400,800,4,Lebanon,660,652,,,660,660,2,24.1
262,537,Laos,Government of Laos,149,,LRM,246,,2,,1989,30,30,30,3,Laos,812,,,,812,812,3,24.1
262,537,Laos,Government of Laos,149,,LRM,246,,2,,1990,249,45,249,3,Laos,812,,,,812,812,3,24.1
264,549,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1993,130,130,230,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,549,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1994,526,526,984,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,549,Myanmar (Burma),Government of Myanmar (Burma),144,,MTA,255,,1,Shan,1995,174,174,332,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1996,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1997,152,152,157,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1998,25,4,25,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,1999,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2000,69,69,69,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2001,117,117,117,3,"Thailand, Myanmar (Burma)",775,,,,775,"775, 800",3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2002,184,183,250,3,"Thailand, Myanmar (Burma)",775,,,,775,"775, 800",3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2005,27,27,28,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2006,48,38,49,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2007,29,29,29,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2008,31,31,31,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2009,52,52,60,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,550,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2010,36,36,36,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,"550, 11972",Myanmar (Burma),Government of Myanmar (Burma),144,,"SSPP, RCSS","256, 1122",,1,Shan,2011,170,169,172,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,"550, 11972",Myanmar (Burma),Government of Myanmar (Burma),144,,"SSPP, RCSS","256, 1122",,1,Shan,2013,83,80,85,3,Myanmar (Burma),775,,,,775,775,3,24.1
264,11972,Myanmar (Burma),Government of Myanmar (Burma),144,,SSPP,1122,,1,Shan,2015,77,77,308,3,Myanmar (Burma),775,,,,775,775,3,24.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa",Kata Katanga,3967,,1,Katanga,2020,54,41,77,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa",Kata Katanga,3967,,1,Katanga,2013,94,90,115,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
265,12009,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa",Kata Katanga,3967,,1,Katanga,2014,60,30,60,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
267,555,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2020,20888,20874,21219,4,Ethiopia,530,531,,,530,530,4,24.1
267,"559, 558",Ethiopia,Government of Ethiopia,97,,"EPRDF, Military faction (forces of Amsha Desta and Merid Negusie)","413, 414",,2,,1989,18403,18403,18420,3,Ethiopia,530,,,,530,530,4,24.1
267,555,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,,2,,2021,124266,123706,124387,4,Ethiopia,530,531,,,530,530,4,24.1
267,"16920, 555",Ethiopia,Government of Ethiopia,97,Government of Eritrea,"GLF, TPLF","8196, 410",,2,,2022,162453,162348,164084,4,"Eritrea, Ethiopia, Sudan",530,531,,,530,"530, 531, 625",4,24.1
267,"12104, 558",Ethiopia,Government of Ethiopia,97,,"EPRDF, Forces of Harar garrison","1215, 414",,2,,1991,4518,4518,5568,3,Ethiopia,530,,,,530,530,4,24.1
267,558,Ethiopia,Government of Ethiopia,97,,EPRDF,414,,2,,1990,18985,18985,18992,3,Ethiopia,530,,,,530,530,4,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1996,44,44,46,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1997,40,40,40,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1998,250,118,302,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,1999,156,147,306,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2000,268,259,295,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2001,429,380,479,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2002,3946,2773,4105,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2003,1341,1275,1405,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2004,1880,1848,2040,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2005,1104,1100,1169,3,Nepal,790,,,,790,790,3,24.1
269,562,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2006,457,452,477,3,Nepal,790,,,,790,790,3,24.1
271,"565, 564",Iraq,Government of Iraq,116,,"PUK, KDP","261, 260",,1,Kurdistan,1989,50,50,50,3,Iraq,645,,,,645,645,2,24.1
271,"565, 564",Iraq,Government of Iraq,116,,"PUK, KDP","261, 260",,1,Kurdistan,1990,94,94,94,3,Iraq,645,,,,645,645,2,24.1
271,"565, 564",Iraq,Government of Iraq,116,,"PUK, KDP","261, 260",,1,Kurdistan,1991,1247,1247,2603,3,Iraq,645,,,,645,645,2,24.1
271,565,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1992,26,26,52,3,Iraq,645,,,,645,645,2,24.1
271,565,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1995,262,262,302,3,Iraq,645,,,,645,645,2,24.1
271,565,Iraq,Government of Iraq,116,,PUK,261,,1,Kurdistan,1996,356,356,366,3,"Iran, Iraq",645,,,,645,"630, 645",2,24.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,,2,,2018,111,111,127,2,Syria,630,,666,,"630, 666",652,2,24.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,,2,,2019,138,113,153,2,Syria,630,,666,,"630, 666",652,2,24.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2020,461,398,473,2,"Iran, Yemen (North Yemen), Iraq, Syria",630,,666,2,"630, 666","630, 678, 652, 645",2,24.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2021,166,161,176,2,Syria,630,,666,2,"630, 666",652,2,24.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2022,55,55,91,2,"Yemen (North Yemen), Syria",630,,666,2,"630, 666","678, 652",2,24.1
14609,15633,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,,2023,160,160,160,2,Syria,630,,666,2,"630, 666",652,2,24.1
274,569,"China, India",Government of China,135,,Government of India,141,,1,"Aksai Chin, Arunachal Pradesh",2020,25,25,26,2,India,710,,750,,"750, 710",750,3,24.1
275,571,Ethiopia,Government of Ethiopia,97,,EPLF,416,,1,Eritrea,1989,5930,5930,5930,3,Ethiopia,530,,,,530,530,4,24.1
275,571,Ethiopia,Government of Ethiopia,97,,EPLF,416,,1,Eritrea,1990,30633,30633,30633,3,Ethiopia,530,,,,530,530,4,24.1
275,571,Ethiopia,Government of Ethiopia,97,,EPLF,416,,1,Eritrea,1991,6907,6904,6907,3,Ethiopia,530,,,,530,530,4,24.1
13588,14619,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2016,69,64,85,3,Russia (Soviet Union),365,,,,365,365,1,24.1
13588,14619,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2017,53,53,76,3,Russia (Soviet Union),365,,,,365,365,1,24.1
13588,14619,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2018,30,30,30,3,Russia (Soviet Union),365,,,,365,365,1,24.1
13588,14619,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2019,26,26,27,3,Russia (Soviet Union),365,,,,365,365,1,24.1
13588,14619,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2020,30,24,31,3,Russia (Soviet Union),365,,,,365,365,1,24.1
13588,14619,Russia (Soviet Union),Government of Russia (Soviet Union),57,,IS,234,,1,Islamic State,2015,55,55,57,3,Russia (Soviet Union),365,,,,365,365,1,24.1
277,575,Venezuela,Government of Venezuela,18,,Military faction (forces of Hugo Chávez),742,,2,,1992,144,144,263,3,Venezuela,101,,,,101,101,5,24.1
283,584,DR Congo (Zaire),Government of DR Congo (Zaire),89,,AFDL,422,Government of Rwanda,2,,1996,1288,1148,1836,4,DR Congo (Zaire),490,,,517,490,490,4,24.1
283,584,DR Congo (Zaire),Government of DR Congo (Zaire),89,,AFDL,422,"Government of Uganda, Government of Rwanda, Government of Angola",2,,1997,4465,4046,4834,4,DR Congo (Zaire),490,,,"500, 540, 517",490,490,4,24.1
283,"585, 586",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Namibia, Government of Zimbabwe (Rhodesia), Government of Chad, Government of Angola","MLC, RCD","424, 423","Government of Uganda, Government of Rwanda",2,,1998,3343,3022,5711,4,DR Congo (Zaire),490,"565, 540, 552, 483",,"500, 517",490,490,4,24.1
283,"585, 586",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Namibia, Government of Zimbabwe (Rhodesia), Government of Chad, Government of Angola","MLC, RCD","424, 423","Government of Uganda, Government of Rwanda",2,,1999,2953,2598,3229,4,DR Congo (Zaire),490,"565, 540, 552, 483",,"500, 517",490,490,4,24.1
283,"585, 586",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Namibia, Government of Zimbabwe (Rhodesia), Government of Angola","MLC, RCD","424, 423","Government of Uganda, Government of Rwanda",2,,2000,1294,1260,2458,4,DR Congo (Zaire),490,"565, 540, 552",,"500, 517",490,490,4,24.1
283,586,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Namibia, Government of Zimbabwe (Rhodesia), Government of Angola",RCD,424,Government of Rwanda,2,,2001,454,454,734,4,DR Congo (Zaire),490,"565, 540, 552",,517,490,490,4,24.1
283,16286,DR Congo (Zaire),Government of DR Congo (Zaire),89,,RNL,7098,,2,,2005,34,34,34,3,DR Congo (Zaire),490,,,,490,490,4,24.1
283,588,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNDP,426,,2,,2006,182,54,362,3,"Uganda, DR Congo (Zaire)",490,,,,490,"500, 490",4,24.1
283,588,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNDP,426,,2,,2007,516,516,553,3,DR Congo (Zaire),490,,,,490,490,4,24.1
283,588,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNDP,426,,2,,2008,486,486,486,3,DR Congo (Zaire),490,,,,490,490,4,24.1
283,11377,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNPSC,3043,,2,,2011,82,82,82,3,DR Congo (Zaire),490,,,,490,490,4,24.1
283,"14808, 11982, 11377",DR Congo (Zaire),Government of DR Congo (Zaire),89,,"M23, UPCP, CNPSC","1160, 3043, 3518","Government of Uganda, Government of Rwanda",2,,2012,734,678,851,4,"Rwanda, DR Congo (Zaire)",490,,,"500, 517",490,"517, 490",4,24.1
283,"10509, 11982, 12463",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa","M23, APCLS, Forces of Paul Joseph Mukungubila","1160, 4286, 1200",Government of Rwanda,2,,2013,1380,1360,1390,4,"Rwanda, DR Congo (Zaire)",490,"553, 560, 510",,517,490,"517, 490",4,24.1
283,"10509, 11377",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa","APCLS, CNPSC","3043, 1200",,2,,2014,86,63,106,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
283,"14929, 16286",DR Congo (Zaire),Government of DR Congo (Zaire),89,,"RNL, Kamuina Nsapu","6590, 7098",,2,,2016,506,308,1822,3,DR Congo (Zaire),490,,,,490,490,4,24.1
283,"15135, 11982, 11377, 14929",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa","M23, MNR, CNPSC, Kamuina Nsapu","1160, 6590, 3043, 6740",,2,,2017,3309,3067,4265,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
283,"15336, 14929, 11377, 15389",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa","UPLC, CMC, CNPSC, Kamuina Nsapu","6590, 6894, 3043, 6920",,2,,2018,439,439,453,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
283,"15336, 11377, 15389",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa","UPLC, CMC, CNPSC","6894, 3043, 6920",,2,,2019,177,177,179,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
283,"10509, 15389, 11377",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Tanzania, Government of Malawi, Government of South Africa","CMC, APCLS, CNPSC","3043, 1200, 6920",,2,,2020,223,213,246,4,DR Congo (Zaire),490,"553, 560, 510",,,490,490,4,24.1
283,"11982, 16286, 10509, 15389, 11377",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Kenya, Government of Tanzania, Government of Nepal, Government of South Africa","M23, CNPSC, APCLS, CMC, RNL","1160, 6920, 7098, 1200, 3043",,2,,2021,396,384,420,4,DR Congo (Zaire),490,"501, 790, 560, 510",,,490,490,4,24.1
283,"11982, 16286, 16823, 11377, 16129",DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of South Sudan, Government of Nepal, Government of Bangladesh, Government of Burundi, Government of Indonesia, Government of South Africa, Government of Ukraine, Government of Kenya, Government of Tanzania, Government of Malawi, Government of Uganda","M23, Mayi Mayi Kyandenga, CNPSC, Mayi Mayi Biloze Bishambuke, RNL","1160, 7107, 7098, 6896, 3043",Government of Rwanda,2,,2022,544,536,740,4,"Rwanda, DR Congo (Zaire)",490,"369, 516, 850, 501, 626, 560, 510, 500, 790, 771, 553",,517,490,"517, 490",4,24.1
283,11982,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of South Sudan, Government of Nepal, Government of Bangladesh, Government of Burundi, Government of Indonesia, Government of South Africa, Government of Kenya, Government of Tanzania, Government of Angola, Government of Uganda",M23,1160,Government of Rwanda,2,,2023,179,166,212,4,DR Congo (Zaire),490,"540, 516, 850, 501, 626, 510, 500, 790, 771, 560",,517,490,490,4,24.1
287,593,Burundi,Government of Burundi,93,,Palipehutu,430,,2,,1991,272,272,551,3,Burundi,516,,,,516,516,4,24.1
287,593,Burundi,Government of Burundi,93,,Palipehutu,430,,2,,1992,61,61,61,3,Burundi,516,,,,516,516,4,24.1
287,594,Burundi,Government of Burundi,93,,CNDD,431,,2,,1994,56,56,532,3,Burundi,516,,,,516,516,4,24.1
287,"596, 594",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD","431, 432",,2,,1995,382,308,926,3,Burundi,516,,,,516,516,4,24.1
287,"596, 594",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD","431, 432",,2,,1996,987,787,1462,3,Burundi,516,,,,516,516,4,24.1
287,"596, 595, 594",Burundi,Government of Burundi,93,,"Frolina, Palipehutu-FNL, CNDD","433, 431, 432",,2,,1997,1159,1048,1944,3,Burundi,516,,,,516,516,4,24.1
287,"596, 597, 594",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD, CNDD-FDD","434, 431, 432",,2,,1998,843,732,933,3,Burundi,516,,,,516,516,4,24.1
287,"596, 597",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD-FDD","434, 432",,2,,1999,781,545,953,3,Burundi,516,,,,516,516,4,24.1
287,"596, 597",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD-FDD","434, 432",,2,,2000,1529,1357,2246,3,Burundi,516,,,,516,516,4,24.1
287,"596, 597",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD-FDD","434, 432",,2,,2001,1246,1211,2598,3,"DR Congo (Zaire), Burundi",516,,,,516,"516, 490",4,24.1
287,"596, 597",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD-FDD","434, 432",,2,,2002,1293,940,1680,3,"DR Congo (Zaire), Burundi",516,,,,516,"516, 490",4,24.1
287,"596, 597",Burundi,Government of Burundi,93,,"Palipehutu-FNL, CNDD-FDD","434, 432",,2,,2003,912,887,1424,3,Burundi,516,,,,516,516,4,24.1
287,596,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2004,433,411,471,3,Burundi,516,,,,516,516,4,24.1
287,596,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2005,298,298,380,3,Burundi,516,,,,516,516,4,24.1
287,596,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2006,141,141,141,3,Burundi,516,,,,516,516,4,24.1
287,596,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2008,226,226,233,3,Burundi,516,,,,516,516,4,24.1
287,14842,Burundi,Government of Burundi,93,,RED-TABARA,6513,,2,,2014,56,56,56,3,Burundi,516,,,,516,516,4,24.1
287,"14528, 14649, 14842",Burundi,Government of Burundi,93,,"Military faction (forces of Godefroid Niyombare), RED-TABARA, FPB","6187, 6513, 6297",,2,,2015,185,185,188,3,Burundi,516,,,,516,516,4,24.1
287,14842,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA,6513,,2,,2019,61,60,96,4,"DR Congo (Zaire), Burundi",516,490,,,516,"516, 490",4,24.1
287,"14842, 11798",Burundi,Government of Burundi,93,Government of DR Congo (Zaire),"FNL-Ubugabo-Burihabwa, RED-TABARA","3553, 6513",,2,,2020,139,135,201,4,"DR Congo (Zaire), Burundi",516,490,,,516,"516, 490",4,24.1
287,14842,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA,6513,,2,,2021,26,26,29,4,"DR Congo (Zaire), Burundi",516,490,,,516,"516, 490",4,24.1
287,"14842, 11798",Burundi,Government of Burundi,93,Government of DR Congo (Zaire),"FNL-Ubugabo-Burihabwa, RED-TABARA","3553, 6513",,2,,2022,242,234,268,4,DR Congo (Zaire),516,490,,,516,490,4,24.1
287,14842,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA,6513,,2,,2023,92,32,99,4,"DR Congo (Zaire), Burundi",516,490,,,516,"516, 490",4,24.1
288,"607, 606, 608",Chad,Government of Chad,87,,"Revolutionary Forces of 1 April, Islamic Legion, MOSANAT","442, 444, 443",,2,,1989,315,315,1585,3,"Chad, Sudan",483,,,,483,"625, 483",4,24.1
288,"606, 609",Chad,Government of Chad,87,,"MPS, Islamic Legion","442, 445",,2,,1990,1352,1352,8932,3,"Chad, Sudan",483,,,,483,"625, 483",4,24.1
288,"611, 610",Chad,Government of Chad,87,,"MDD, Military faction (forces of Maldoum Bada Abbas)","446, 449",,2,,1991,68,68,68,3,Chad,483,,,,483,483,4,24.1
288,"612, 614, 610, 613",Chad,Government of Chad,87,,"FNT, CSNPD, MDD, CNR","446, 447, 448, 450",,2,,1992,899,899,1553,3,Chad,483,,,,483,483,4,24.1
288,"612, 614, 610, 613",Chad,Government of Chad,87,,"FNT, CSNPD, MDD, CNR","446, 447, 448, 450",,2,,1993,120,120,120,3,Chad,483,,,,483,483,4,24.1
288,"612, 614, 613",Chad,Government of Chad,87,,"FNT, CSNPD, CNR","447, 448, 450",,2,,1994,156,156,260,3,Chad,483,,,,483,483,4,24.1
288,"610, 615",Chad,Government of Chad,87,,"FARF, MDD","446, 451",,2,,1997,97,97,97,3,Chad,483,,,,483,483,4,24.1
288,615,Chad,Government of Chad,87,,FARF,451,,2,,1998,34,34,34,3,Chad,483,,,,483,483,4,24.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,1999,394,394,1149,3,Chad,483,,,,483,483,4,24.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2000,989,989,1041,3,Chad,483,,,,483,483,4,24.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2001,226,226,326,3,Chad,483,,,,483,483,4,24.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2002,294,294,350,3,Chad,483,,,,483,483,4,24.1
288,616,Chad,Government of Chad,87,,MDJT,452,,2,,2003,37,37,189,3,Chad,483,,,,483,483,4,24.1
288,617,Chad,Government of Chad,87,,FUCD,453,,2,,2005,100,100,356,3,Chad,483,,,,483,483,4,24.1
288,"619, 618, 617",Chad,Government of Chad,87,,"UFDD, FUCD, RAFD","456, 453, 454",,2,,2006,1250,1250,2623,3,Chad,483,,,,483,483,4,24.1
288,619,Chad,Government of Chad,87,,UFDD,456,,2,,2007,69,69,380,3,Chad,483,,,,483,483,4,24.1
288,620,Chad,Government of Chad,87,,AN,716,,2,,2008,991,991,1361,3,Chad,483,,,,483,483,4,24.1
288,621,Chad,Government of Chad,87,,UFR,1069,,2,,2009,131,131,324,3,Chad,483,,,,483,483,4,24.1
288,622,Chad,Government of Chad,87,,FPRN,1112,,2,,2010,42,42,83,3,"Chad, Sudan",483,,,,483,"625, 483",4,24.1
288,15676,Chad,Government of Chad,87,,CCMSR,7151,,2,,2018,42,42,89,3,Chad,483,,,,483,483,4,24.1
288,15676,Chad,Government of Chad,87,,CCMSR,7151,,2,,2020,53,6,53,3,Chad,483,,,,483,483,4,24.1
288,16743,Chad,Government of Chad,87,,FACT,7255,,2,,2021,431,431,631,3,Chad,483,,,,483,483,4,24.1
288,15676,Chad,Government of Chad,87,,CCMSR,7151,,2,,2023,61,61,79,3,Chad,483,,,,483,483,4,24.1
14113,15259,Mali,Government of Mali,72,"Government of Burkina Faso, Government of Portugal, Government of Italy, Government of Indonesia, Government of United Kingdom, Government of Togo, Government of Sri Lanka, Government of Norway, Government of Austria, Government of Egypt, Government of Armenia, Government of Guinea, Government of Burundi, Government of Czech Republic, Government of El Salvador, Government of Netherlands, Government of China, Government of Kenya, Government of Benin, Government of Hungary, Government of Romania, Government of Mauritania, Government of Denmark, Government of Sweden, Government of Latvia, Government of Finland, Government of Chad, Government of Bhutan, Government of Nepal, Government of Bangladesh, Government of Bosnia-Herzegovina, Government of Nigeria, Government of Cameroon, Government of Sierra Leone, Government of Jordan, Government of Liberia, Government of Tunisia, Government of Gambia, Government of Estonia, Government of Senegal, Government of Yemen (North Yemen), Government of Niger, Government of Lithuania, Government of Ethiopia, Government of Cambodia (Kampuchea), Government of United States of America, Government of Switzerland, Government of Germany, Government of France, Government of Ivory Coast, Government of Ghana, Government of Belgium, Government of Guinea-Bissau",IS,234,,1,Islamic State,2017,47,47,47,4,Mali,432,"420, 760, 475, 678, 436, 433, 325, 211, 390, 437, 346, 360, 771, 210, 404, 651, 471, 2, 366, 516, 316, 434, 850, 452, 663, 790, 451, 371, 811, 385, 710, 367, 260, 530, 501, 380, 483, 368, 225, 235, 220, 461, 375, 310, 438, 439, 305, 92, 780, 435, 616, 450, 200",,,432,432,4,24.1
